Date-Time : 2021-06-25 00:01:27,165 : INFO : <RequestsCookieJar[<Cookie sessionid_8888=sessnaGjkYm5TSh7xSbXtJKQ8A== for 10.214.50.233/>]>
Date-Time : 2021-06-25 00:01:27,724 : INFO : New Read WriteTransaction:{"jsonrpc":"2.0","result":{"th":1},"id":1}
Date-Time : 2021-06-25 00:02:46,952 : INFO : Set Value PA G2_TCGBZDELLBIP02_lf142_E84 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:47,480 : INFO : Set Value PA G2_TCGBZDELLBIP02_lf142_E84 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:48,011 : INFO : Set Value PA G2_TCGBZDELLBIP02_lf142_E84 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:48,554 : INFO : Set Value PA G2_TCGBZDELLBIP02_lf142_E84 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:49,094 : INFO : Set Value PA G2_TCGBZDELLBIP02_lf142_E84 Node Port 1/84:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:49,634 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP03_lf142_E37:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:50,178 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E37 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:50,707 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E37 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:51,246 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E37 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:51,785 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E37 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:52,315 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E37 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:52,865 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E37 Node Port 1/37:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:53,403 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP03_lf142_E85:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:53,943 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E85 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:54,424 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E85 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:54,964 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E85 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:55,494 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E85 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:56,035 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E85 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:56,565 : INFO : Set Value PA G2_TCGBZDELLBIP03_lf142_E85 Node Port 1/85:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:57,114 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP04_lf142_E38:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:57,645 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E38 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:58,184 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E38 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:58,713 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E38 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:59,257 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E38 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:02:59,804 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E38 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:00,334 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E38 Node Port 1/38:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:00,863 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP04_lf142_E86:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:01,395 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E86 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:01,935 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E86 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:02,491 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E86 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:03,031 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E86 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:03,561 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E86 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:04,098 : INFO : Set Value PA G2_TCGBZDELLBIP04_lf142_E86 Node Port 1/86:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:04,632 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP05_lf142_E39:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:05,164 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E39 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:05,706 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E39 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:06,237 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E39 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:06,785 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E39 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:07,326 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E39 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:07,856 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E39 Node Port 1/39:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:08,408 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP05_lf142_E87:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:08,943 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E87 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:09,363 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E87 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:09,904 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E87 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:10,444 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E87 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:10,989 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E87 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:11,546 : INFO : Set Value PA G2_TCGBZDELLBIP05_lf142_E87 Node Port 1/87:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:12,084 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP06_lf142_E40:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:12,625 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E40 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:13,179 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E40 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:13,714 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E40 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:14,256 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E40 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:14,805 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E40 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:15,341 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E40 Node Port 1/40:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:15,895 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP06_lf142_E88:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:16,425 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E88 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:16,970 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E88 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:17,514 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E88 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:18,054 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E88 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:18,596 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E88 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:19,122 : INFO : Set Value PA G2_TCGBZDELLBIP06_lf142_E88 Node Port 1/88:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:19,652 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP07_lf142_E41:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:20,202 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E41 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:20,724 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E41 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:21,263 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E41 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:21,803 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E41 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:22,333 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E41 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:22,873 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E41 Node Port 1/41:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:23,420 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP07_lf142_E89:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:23,955 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E89 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:24,417 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E89 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:24,958 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E89 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:25,496 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E89 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:26,036 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E89 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:26,564 : INFO : Set Value PA G2_TCGBZDELLBIP07_lf142_E89 Node Port 1/89:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:27,093 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP08_lf142_E42:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:27,623 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E42 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:28,153 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E42 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:28,705 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E42 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:29,247 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E42 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:29,786 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E42 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:30,324 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E42 Node Port 1/42:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:30,853 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP08_lf142_E90:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:31,382 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E90 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:31,914 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E90 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:32,443 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E90 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:32,863 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E90 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:33,396 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E90 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:33,934 : INFO : Set Value PA G2_TCGBZDELLBIP08_lf142_E90 Node Port 1/90:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:34,486 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP09_lf142_E43:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:35,017 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E43 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:35,545 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E43 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:36,075 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E43 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:36,605 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E43 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:37,137 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E43 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:37,676 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E43 Node Port 1/43:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:38,215 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP09_lf142_E91:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:38,757 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E91 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:39,285 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E91 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:39,824 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E91 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:40,356 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E91 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:40,889 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E91 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:41,437 : INFO : Set Value PA G2_TCGBZDELLBIP09_lf142_E91 Node Port 1/91:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:41,976 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP10_lf142_E44:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:42,504 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E44 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:43,036 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E44 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:43,565 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E44 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:44,094 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E44 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:44,651 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E44 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:45,196 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E44 Node Port 1/44:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:45,734 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP10_lf142_E92:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:46,288 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E92 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:46,818 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E92 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:47,365 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E92 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:47,906 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E92 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:48,435 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E92 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:48,976 : INFO : Set Value PA G2_TCGBZDELLBIP10_lf142_E92 Node Port 1/92:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:49,478 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP11_lf142_E45:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:49,690 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E45 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:50,026 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E45 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:50,565 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E45 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:50,781 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E45 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:51,334 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E45 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:51,864 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E45 Node Port 1/45:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:52,393 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP11_lf142_E93:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:52,923 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E93 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:53,453 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E93 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:53,985 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E93 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:54,315 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E93 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:54,645 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E93 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:55,074 : INFO : Set Value PA G2_TCGBZDELLBIP11_lf142_E93 Node Port 1/93:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:55,615 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP12_lf142_E46:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:56,147 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E46 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:56,687 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E46 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:57,226 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E46 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:57,766 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E46 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:58,317 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E46 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:58,881 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E46 Node Port 1/46:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:59,417 : INFO : Create Tenant GBZ2-KAPALI-VLAN Port PA G2_TCGBZDELLBIP12_lf142_E94:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:03:59,957 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E94 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:00,483 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E94 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:01,017 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E94 Type SA:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:01,556 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E94 Interface Profile 10G_HOST_INTPOL_GRP:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:02,098 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E94 Node Id 142:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:02,627 : INFO : Set Value PA G2_TCGBZDELLBIP12_lf142_E94 Node Port 1/94:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:03,055 : INFO : Create PA G2_TCGBZVMPSMSC01_DATA_121-122_V18:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:03,596 : INFO : Set Value PA G2_TCGBZVMPSMSC01_DATA_121-122_V18 Fabric gbz-aci-ict-fabric-2:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:04,131 : INFO : Set Value PA G2_TCGBZVMPSMSC01_DATA_121-122_V18 Pod 1:{"jsonrpc":"2.0","result":{},"id":1}
Date-Time : 2021-06-25 00:04:04,664 : INFO : Set Value PA G2_TCGBZVMPSMSC01_DATA_121-122_V18 Type VPC:{"jsonrpc":"2.0","result":{},"id":1}
